Coordinates,Zip_codes
"50.11208767, 8.706372067",60314
"50.11115147, 8.666880567",60329
"50.1222369, 8.6591938",60323
"50.1076277, 8.7024993",60314
"50.16221795, 8.636369817",60439
"10.10906587, 8.68144345",Plateau
"50.10530152, 8.676392317000001",60596
"50.11490663, 8.687758933",60313
"50.11677928, 8.685388233",60313
"50.11028562, 8.653447967",60327
"50.11426147, 8.687689933",60313
"50.11456428, 8.6462778",60486
"10.1322229, 8.69167215",Plateau
"50.11800478, 8.672106617",60322
"50.09913485, 8.66643105",60596
"50.10247329999999, 8.6802991",60594
"50.10126745, 8.691249033",60598
"50.10962612, 8.669053317000001",60329
"49.993334499999996, 8.402016467000001",65428
"50.131263399999995, 8.693553583",60318
"50.1142112, 8.6624526",60325
"50.1224781, 8.646353883",60487
"50.01340002, 8.595891782999999",63263
"50.1072916, 8.63561330971628",60326
"50.10866298, 8.6697214",60329
"50.12630592, 8.696666067",60316
"50.119015600000004, 8.7026579",60316
"50.1164869, 8.724632133",60314
"50.11779573, 8.66349265",60325
"50.10535057, 8.689322833",60594
"50.11388407, 8.679440467000001",60313
"50.111968100000006, 8.677028100000001",60311
"50.11957965, 8.68970025",60316
"50.11292485, 8.679779117",60313
"50.0978305, 8.6476514",60327
"50.13081523, 8.638272533",60487
"50.10939868, 8.669320599999999",60329
"50.122262400000004, 8.675485583",60322
"50.10507278, 8.6637556",60329
"50.109085799999995, 8.6875659",60311
"50.12087435, 8.623486767000001",60487
"50.12711555, 8.685467883",60318
"50.10705868, 8.665804300000001",60329
"50.08374133, 8.63838695",60528
"50.11365832, 8.68793485",60311
"50.11630218, 8.673081317000001",60313
"50.1148815, 8.683071400000001",60313
"50.1403766, 8.6616682",60320
"50.09887567, 8.63414855",60326
"50.12538068, 8.705860633",60385
"50.11809708, 8.687892583",60313
"50.1060157, 8.69772",60594
"50.1077632, 8.668219282999999",60329
"50.11705748, 8.687006017",60313
"50.11376812, 8.6826576",60313
"50.1071005, 8.6791491",60596
"49.98380182, 8.42392115",65428
"50.11150870000001, 8.684405067",60311
"50.12232668, 8.6585805",60323
"50.1115705, 8.653094883",60327
"50.106733500000004, 8.7040963",60594
"50.14290768, 8.75590605",60388
"50.1175648, 8.653304499999999",60325
"50.13011752, 8.645382233",60487
"50.11218095, 8.657135483",60325
"50.11258742, 8.754613082999999",63067
"50.11629497, 8.73599275",60314
"50.1208185, 8.670530783",60323
"50.10802762, 8.657162217",60327
"50.10019867, 8.68477825",60594
"50.113305700000005, 8.681799900000001",60313
"50.1216432, 8.6984235",60316
"50.09037035, 8.630559417",60327
"50.10806935, 8.665991667",60329
"50.10740333, 8.682247067",60594
"50.10845907, 8.6291328",60486
"50.123701000000004, 8.6592109",60323
"50.10610768, 8.690814367",60594
"50.1144827, 8.6864467",60313
"50.1320435, 8.7454485",60386
"50.107602899999996, 8.6653366",60329
"50.11209417, 8.664051367",60325
"50.106936600000004, 8.7011534",60314
"50.10532395, 8.6490727",60327
"50.10786762, 8.666504632999999",60329
"50.10301877, 8.6675913",60329
"50.121295200000006, 8.671770567000001",60322
"50.09943665, 8.669016967000001",60596
"50.109568599999996, 8.6603482",60329
"50.1114266, 8.710297099999998",60314
"50.1215261, 8.6989076",60316
"50.1162194, 8.707498",60316
"50.1084588, 8.6819462",60311
"50.1137662, 8.6719974",60311
"50.10959138, 8.670926217",60329
"50.1003551, 8.641226",60326
"50.1114354, 8.7108832",60314
"50.1143106, 8.681545300000002",60313
"50.1138591, 8.667196800000001",60325
"50.1103461, 8.6833625",60311
"50.08665793, 8.646477633",60528
"50.10718532, 8.7645511",63065
"50.11016243, 8.65345595",60327
"50.12096029999999, 8.7079614",60385
"50.126101399999996, 8.696634800000002",60316
"50.10232835, 8.662097567",60327
"50.11352539999999, 8.7512691",63067
"50.10160785, 8.68042125",60596
"50.111035799999996, 8.7109418",60314
"50.1320809, 8.6918516",60318
"50.13202032, 8.68293405",60322
"50.10974383, 8.669326583",60329
"50.10557725, 8.631862917000001",60326
"50.1114993, 8.7086141",60314
"50.12297152, 8.65008595",60487
"50.130210600000005, 8.64525815",60487
"50.11025952, 8.655767167",60327
"50.09788517, 8.691770417",60598
"50.1143508, 8.6784921",60313
"50.1134891, 8.7179991",60314
"50.10505982, 8.676173517",60596
"50.11811263, 8.679491",60322
"50.098537, 8.7656731",63069
"50.1244479, 8.6497082",60487
"50.12212467, 8.697365099999999",60316
"50.107265399999996, 8.6840243",60594
"50.11240183, 8.679456367",60311
"50.1246424, 8.6498259",60487
"50.11392658, 8.677652517",60313
"50.11410165, 8.679377983",60313
"50.10424027, 8.692023933",60594
"50.11127308, 8.66269465",60325
"50.113082500000004, 8.6927334",60311
"50.114711, 8.6861502",60313
"50.13094578, 8.708598983",60389
"50.11218148, 8.657146167",60325
"50.09883542, 8.687572317",60598
"50.10633115, 8.6741498",60311
"50.11397215, 8.71910105",60314
"50.12976685, 8.715363217",60385
"50.14289798, 8.634753267",60488
"50.10126177, 8.67346375",60596
"50.12304, 8.665655099999999",60323
"50.11913368, 8.685180583",60318
"50.10775085, 8.650824683",60327
"50.11384577, 8.673572217",60313
"50.11454745, 8.718858717",60314
"50.1220471, 8.658938699999998",60323
"49.99110368, 8.412132767000001",65428
"50.1136272, 8.627823",60486
"50.11347312, 8.6538746",60325
"50.11113912, 8.664833917000001",60329
"50.11549648, 8.655469583",60325
"50.10420603, 8.646064382999999",60327
"50.0713576, 8.643280983",60528
"50.0901512, 8.63019025",60528
"50.1181616, 8.6628798",60325
"50.10765595, 8.66518585",60329
"50.10680387, 8.6741281",60311
"50.108245600000004, 8.682482400000001",60311
"50.127343599999996, 8.6717476",60323
"50.11882193, 8.69879465",60316
"50.13038315, 8.6796256",60322
"50.1117715, 8.68448985",60311
"50.12023598, 8.644937617",60486
"50.09239883, 8.652776317",60528
"50.10732625, 8.682563083",60594
"50.11219157, 8.7051753",60314
"50.1175695, 8.6634858",60325
"50.11437615, 8.671567632999999",60313
"50.08676018, 8.645962283",60528
"50.10800417, 8.660256017",60329
"50.1180597, 8.676479800000001",60322
"50.127492, 8.685031367",60318
"50.0824926, 8.5813837",60529
"50.08402587, 8.6707713",60598
"50.15085673, 8.618832982999999",60488
"50.11158155, 8.712475367",60314
"50.11095247, 8.675148333",60311
"50.13037213, 8.6455852",60487
"50.1374945, 8.653470333",60431
"50.13154692, 8.717113917",60385
"50.12080457, 8.691691800000001",60316
"50.1139527, 8.7191235",60314
"50.10039063, 8.637324083",60326
"50.1149751, 8.678690417",60313
"50.1119635, 8.684341",60311
"50.10681892, 8.685658467",60594
"50.13991583, 8.670387182999999",60320
"50.0806472, 8.6534604",60528
"50.11807652, 8.6792497",60322
"50.12239867, 8.702561900000001",60385
"50.1139156, 8.6793817",60313
"50.09990745, 8.591760817",65933
"50.1133936, 8.686060699999999",60311
"50.11808585, 8.663348232999999",60325
"50.12387838, 8.69220615",60316
"50.105983200000004, 8.701493817000001",60594
"50.1013294, 8.632075667",60326
"50.10738565, 8.687567182999999",60311
"50.111374700000006, 8.7116398",60314
"50.1077851, 8.679463400000001",60596
"50.0984797, 8.6800535",60596
"50.10458265, 8.65080695",60326
"50.10827867, 8.65055915",60327
"50.11212115, 8.704615717000001",60314
"50.113125200000006, 8.6925425",60311
"50.124638700000006, 8.704505317",60385
"50.09886813, 8.669817517",60596
"50.10828508, 8.709704833",60314
"50.1198845, 8.6785636",60322
"50.106731200000006, 8.6947749",60594
"50.104543, 8.6630726",60329
"50.1088569, 8.6901142",60594
"50.12034183, 8.696383417",60316
"50.122017799999995, 8.6718451",60322
"50.108721100000004, 8.665429800000002",60329
"50.11403497, 8.671233933",60311
"50.1231931, 8.6862713",60318
"50.1116853, 8.6781865",60311
"50.11682105, 8.673286633",60322
"50.11037302, 8.6886487",60311
"50.11402093, 8.673479882999999",60313
"50.12891482, 8.642869817000001",60487
"50.1138258, 8.679083",60313
"50.114863899999996, 8.6863513",60313
"50.1089511, 8.650177699999999",60327
"50.11392418, 8.678886067",60313
"50.119857475, 8.652597633500001",60325
"50.10478162, 8.661225967",60329
"50.10727070000001, 8.6287767",60326
"50.13739673, 8.679736367",60320
"50.10839417, 8.658179067",60327
"50.11346747, 8.718126782999999",60314
"50.09899505, 8.653743867000001",60327
"50.10074287, 8.656224583",60327
"50.1155141, 8.676962",60313
"50.0851307, 8.642667999999999",60528
"50.1157999, 8.6800526",60313
"50.10222855, 8.545534817",65929
"50.108017499999995, 8.689428300000001",60594
"50.11879637, 8.639073782999999",60486
"50.11916762, 8.640126867000001",60486
"50.11167628, 8.669797483",60329
"50.128460499999996, 8.68777365",60318
"50.131915, 8.67152735",60320
"50.10894543, 8.665613732999999",60329
"50.10860407, 8.664671167",60329
"50.1091751, 8.6711276",60329
"50.12879238, 8.668330982999999",60323
"50.10069577, 8.765313583",63065
"50.1062736, 8.6875726",60594
"50.13765465, 8.652425",60431
"50.11831707, 8.67980585",60318
"50.11336103, 8.667486732999999",60325
"50.130397200000004, 8.6451125",60487
"50.10774137, 8.668670067",60329
"50.12355208, 8.640837817000001",60487
"50.0851132, 8.642478",60528
"50.12740398, 8.677422967",60322
"50.10990220000001, 8.687690467000001",60311
"50.118207899999994, 8.647254367",60486
"50.117614399999994, 8.672151333",60322
"50.12427520000001, 8.713067500000001",60385
"50.1133971, 8.6835464",60311
"50.10130039999999, 8.685887199999998",60594
"50.10887577, 8.651644933",60327
"50.10137558, 8.6030095",65933
"50.11424532, 8.719844582999999",60314
"50.11141027, 8.71029795",60314
"50.10875513, 8.65946825",60329
"48.354092, 11.7887369",85356
"50.09663235, 8.672502367",60596
"50.1017173, 8.554471300000001",65929
"50.11300642, 8.664820917",60325
"50.11690292, 8.671196432999999",60322
"50.12233202, 8.696526282999999",60316
"50.11603003, 8.671138167",60322
"50.1250953, 8.639140267",60487
"50.08114672, 8.632780617",60528
"50.1010482, 8.6580483",60327
"50.13623555, 8.66205705",60431
"50.10736133, 8.675775117",60594
"50.110906899999996, 8.6643918",60329
"50.12241318, 8.646488733",60487
"50.101166799999994, 8.636036500000001",60326
"50.107828999999995, 8.6824863",60311
"50.11291285, 8.65350405",60308
"50.13755417, 8.624735633",60488
"50.11221987, 8.67484325",60311
"50.13288233, 8.660832682999999",60431
"50.1017898, 8.686335699999999",60594
"50.13974782, 8.670307300000001",60320
"50.124674799999994, 8.6862022",60318
"50.11680943, 8.67937345",60313
"50.125237899999995, 8.7060161",60385
"50.1066115, 8.6697899",60329
"50.09956655, 8.550415817000001",65929
"50.13033828, 8.645409067000001",60487
"50.121188399999994, 8.690995917",60316
"50.11234047, 8.68415765",60311
"50.11335323, 8.668416567000001",60329
"50.11463262, 8.685824",60313
"50.11873975, 8.63896575",60486
"50.11274548, 8.67767455",60311
"50.11452613, 8.6814897",60313
"50.09659327, 8.67264805",60596
"50.125254, 8.7107586",60385
"50.107110999999996, 8.670874133",60329
"50.10021365, 8.685503533",60594
"50.15647995, 8.648016117000001",60439
"50.12326098, 8.701675482999999",60385
"50.12565962, 8.672460767",60322
"50.1137143, 8.75552685",63067
"50.08656048, 8.646610382999999",60528
"50.0982447, 8.6663758",60596
"50.1106731, 8.651542232999999",60327
"50.10183789999999, 8.542533967",65929
"50.09734347, 8.69405695",60599
"50.10180607, 8.695855817",60599
"50.0841561, 8.6383288",60528
"50.1362669, 8.6710541",60320
"50.109458700000005, 8.6602695",60329
"50.11441813, 8.656985383",60325
"50.11330168, 8.682954917",60311
"50.1026402, 8.6734699",60596
"50.1206174, 8.650365933",60487
"50.125768799999996, 8.6803116",60322
"50.1245347, 8.6499135",60487
"50.12512723, 8.637344017",60487
"50.10735579999999, 8.6882873",60594
"50.11442047, 8.681532183",60313
"50.12513858, 8.618855400000001",60489
"50.10555915, 8.696903517",60594
"50.13037328, 8.645409583",60487
"50.1261455, 8.69667625",60316
"50.11988443, 8.6796945",60318
"50.1142693, 8.718859199999999",60314
"50.12485828, 8.637487",60487
"50.10780363, 8.623882199999999",60486
"50.10501595, 8.664387983",60329
"50.10941697, 8.537437533",65929
"50.11328237, 8.6622274",60325
"50.10953987, 8.686842500000001",60311
"50.1127408, 8.7544221",63067
"50.11335432, 8.62774615",60486
"50.10423363, 8.646300417",60327
"50.12087925, 8.651095967",60325
"50.08177285, 8.623660033",60528
"50.1017321, 8.6641496",60329
"50.12036737, 8.705291283",60385
"50.1212174, 8.6402069",60486
"50.0810384, 8.6233008",60528
"50.1046477, 8.660868383",60329
"50.105979100000006, 8.6801744",60594
"50.12968087, 8.718736017000001",60385
"50.1131681, 8.655777699999998",60325
"50.12309042, 8.68620665",60318
"50.10344402, 8.66125205",60327
"50.12300263, 8.64717585",60487
"50.11665868, 8.6549909",60325
"50.13135612, 8.68385565",60322
"50.11926822, 8.693624182999999",60316
"50.11033428, 8.675802917",60311
"50.10192713, 8.664309699999999",60327
"50.11880795, 8.646350867",60486
"50.12073127, 8.65014985",60487
"0.1120831333, 8.668963683",ERROR
"50.1106685, 8.6511455",60486
"50.11818973, 8.62707715",60486
"50.0965078, 8.6597967",60596
"50.1140693, 8.679563967",60313
"50.10698567, 8.664967800000001",60329
"50.11048138, 8.665863967",60329
"50.12193582, 8.670387867",60323
"50.11147383, 8.659679117",60325
"50.13154153, 8.6849905",60318
"50.10275102, 8.638195782999999",60326
"50.132686799999995, 8.6257291",60488
"50.107933200000005, 8.700523217",60314
"50.1155162, 8.670298599999999",60325
"50.12248285, 8.708981217",60385
"50.11404852, 8.671562367",60311
"50.10997132, 8.65547155",60327
"50.109420799999995, 8.668486900000001",60329
"50.109368200000006, 8.6943994",60314
"50.1018491, 8.529595800000001",65929
"50.1074825, 8.6588563",60329
"50.1008113, 8.7230554",60599
"50.11400353, 8.679307782999999",60313
"50.11849167, 8.672665",60322
"50.10832935, 8.628545467",60486
"50.1125357, 8.653623399999999",60308
"50.11705875, 8.638871383",60486
"50.11792022, 8.679604433",60322
"50.115551200000006, 8.6848205",60313
"50.110028299999996, 8.6537273",60327
"50.12827228, 8.684769382999999",60318
"50.12890122, 8.665719532999999",60323
"50.110262799999994, 8.6825743",60311
"50.10828562, 8.664042483",60329
"50.12462708, 8.671865132999999",60322
"50.1188646, 8.659462",60325
"50.10756722, 8.665356267",60329
"50.10912988, 8.68255145",60311
"50.11115245, 8.71052765",60314
"50.0837966, 8.6447451",60528
"50.120485200000005, 8.7048879",60385
"50.10657638, 8.687446332999999",60594
"50.11955717, 8.648876567",60486
"50.1080831, 8.6707303",60329
"50.108510700000004, 8.672054167",60329
"50.10939437, 8.68415375",60311
"50.13710497, 8.6675776",60320
"50.130340000000004, 8.645345800000001",60487
"50.1100739, 8.682929367",60311
"50.13212073, 8.691770367",60318
"50.1410334, 8.693747",60435
"50.11187279999999, 8.6769408",60311
"50.10680218, 8.659714783",60329
"50.1095894, 8.6606138",60329
"50.11226397, 8.675884883",60311
"50.10865622, 8.693898483",60594
"50.11772777, 8.6659812",60323
"50.1102992, 8.653708199999999",60327
"50.11357685, 8.66327235",60325
"50.11528812, 8.679694867",60313
"50.1114191, 8.6846185",60311
"50.13187103, 8.671468967000001",60323
"50.12291968, 8.66598305",60323
"50.10283963, 8.69072955",60594
"50.11418937, 8.67651315",60313
"50.14308513, 8.683669167",60435
"50.1155247, 8.672272999999999",60322
"50.1074685, 8.665249099999999",60329
"50.1114826, 8.712124082999999",60314
"50.11045372, 8.671632800000001",60329
"50.108428700000005, 8.6899745",60594
"50.10997693, 8.687781117",60311
"50.107022, 8.664767699999999",60329
"50.1181128, 8.6851213",60313
"50.10348945, 8.679414733",60594
"50.1126276, 8.6680586",60329
"50.13867317, 8.664972333",60320
"50.12383867, 8.681507983",60318
"50.107392299999994, 8.698829199999999",60594
"50.11072433, 8.636335767",60486
"50.11380008, 8.679773967000001",60313
"50.1119504, 8.668377917",60329
"50.114217700000005, 8.676782183",60313
"50.11340488, 8.718019332999999",60314
"50.11948268, 8.679808867",60318
"50.1287467, 8.665892317",60323
"50.11922032, 8.699322783",60316
"50.12382907, 8.703379482999999",60385
"50.116510999999996, 8.6826507",60313
"50.10189255, 8.631975017",60326
"50.0822095, 8.61930345",60528
"50.09873237, 8.687610483",60598
"50.11048595, 8.654373367",60327
"50.11107648, 8.68451105",60311
"50.1073236, 8.7691845",63065
"50.12099252, 8.674054883",60322
"50.10599987, 8.680308833",60594
"50.1075314, 8.665248867",60329
"50.1060662, 8.7000431",60594
"50.15654155, 8.6340573",60439
"50.10308655, 8.663613083",60329
"50.08833283, 8.6564075",60528
"50.10847625, 8.670799933",60329
"50.10205222, 8.632605567",60326
"50.1244942, 8.686289",60318
"50.10330977, 8.663148967",60329
"50.10795132, 8.665633517",60329
"50.1223797, 8.696651",60316
"50.1208346, 8.677450067",60322
"50.1218294, 8.6620707",60323
"50.11016715, 8.682141383",60311
"50.1053078, 8.6176245",60326
"50.1075035, 8.7023723",60314
"50.11366183, 8.618633333",60486
"50.1190044, 8.673193099999999",60322
"50.10170498, 8.700467067",60599
"50.109334999999994, 8.6718778",60329
"50.1063701, 8.674321682999999",60311
"50.1245513, 8.6860028",60318
"50.11075787, 8.671651467",60329
"50.1101628, 8.6851661",60311
"50.12000643, 8.726317967",60385
"50.10526232, 8.662794632999999",60329
"50.1088186, 8.6516838",60327
"50.13572932, 8.667798933",60320
"50.1143968, 8.675563",60313
"50.117951700000006, 8.628189",60486
"50.1136553, 8.676208500000001",60313
"50.10971662, 8.6558468",60327
"50.1129886, 8.69986995",60314
"50.11458517, 8.680635383",60313
"50.11705843, 8.67996535",60313
"50.10693762, 8.692618433",60594
"50.1059641, 8.691166033",60594
"50.12654313, 8.693287800000002",60316
"50.11603368, 8.670850367",60322
"50.12965902, 8.693975367",60389
"50.1145563, 8.6749899",60313
"50.1216598, 8.7031586",60385
"50.09811507, 8.648099467",60327
"50.1099723, 8.687583733",60311
"50.1054977, 8.6892022",60594
"50.13762352, 8.653276217",60431
"50.1101204, 8.653818800000002",60327
"50.13664665, 8.64826985",60431
"50.10828815, 8.74102685",63067
"50.11375485, 8.676634583",60313
"50.10832092, 8.657508117",60327
"50.11421018, 8.676667383",60313
"50.12589758, 8.707147217000001",60385
"50.11547918, 8.67584445",60313
"50.114433399999996, 8.68621805",60313
"50.10142525, 8.687791583",60594
"50.1308459, 8.693113499999999",60318
"50.09731323, 8.6933052",60599
"50.1040877, 8.646307533",60327
"50.13587475, 8.674907317",60320
"50.1103855, 8.651266",60327
"50.10690027, 8.665617017",60329
"50.116031899999996, 8.673796233",60313
"50.1058292, 8.6995571",60594
"50.11288820000001, 8.6917046",60311
"50.1161904, 8.6707676",60322
"50.1064506, 8.699809",60594
"50.11204457, 8.655010183",60325
"50.12238895, 8.693507233",60316
"50.11435692, 8.68147815",60313
"50.12241938, 8.658746183",60323
"50.1185875, 8.648617699999999",60486
"50.0896048, 8.6717055",60598
"50.10904208, 8.66255805",60329
"50.1097805, 8.655799900000002",60327
"50.10913522, 8.69519755",60314
"50.1209983, 8.640529699999998",60486
"50.10943997, 8.685970817000001",60311
"50.108248100000004, 8.668002900000001",60329
"50.10790268, 8.702515217",60314
"50.11491957, 8.6371742",60486
"50.11500367, 8.635567017",60486
"50.1599506, 8.6284448",60439
"50.115368, 8.647492800000002",60486
"50.108117299999996, 8.6817813",60311
"50.11074913, 8.67549755",60311
"50.101425899999995, 8.6746126",60596
"50.09619192, 8.624069717000001",60326
"50.0835625, 8.6443334",60528
"50.114349100000005, 8.6869276",60313
"50.12893407, 8.70949855",60385
"50.10751732, 8.61982765",60486
"50.1285972, 8.6701023",60323
"50.10340732, 8.673000017",60596
"50.10757835, 8.703163967",60314
"50.11887525, 8.649824267",60325
"50.13880468, 8.660217967000001",60431
"50.090782399999995, 8.6767004",60598
"50.13145187, 8.670234567",60323
"50.114901200000006, 8.6934337",60313
"50.10795377, 8.614502967",60486
"50.11447153, 8.671302699999998",60322
"50.11190738, 8.660007767",60325
"50.099414, 8.5861228",65933
"50.1126397, 8.754117800000001",63067
"50.10529482, 8.660371167000001",60329
"50.10763347, 8.757894217",63065
"50.1169231, 8.6387458",60486
"50.1066441, 8.6925869",60594
"50.1016073, 8.6393044995501",60326
"50.1069072, 8.6650052",60329
"50.12018863, 8.653149583",60325
"50.10964682, 8.655976832999999",60327
"50.1254046, 8.686081399999999",60318
"50.14130555, 8.662652482999999",60320
"50.13362648, 8.574156633",65760
"50.12565228, 8.706582199999998",60385
"50.11295822, 8.666376217",60325
"50.10788712, 8.702230967",60314
"50.09724028, 8.652645867",60327
"50.11006338, 8.671272217",60329
"50.114293200000006, 8.6546085",60325
"50.1115386, 8.712527083",60314
"50.10751202, 8.665180917",60329
"50.106893400000004, 8.6655234",60329
"50.124466999999996, 8.691500867",60318
"50.10923435, 8.669668782999999",60329
"50.1275022, 8.6851544",60318
"50.122153499999996, 8.680754199999999",60318
"50.107779, 8.6669795",60329
"50.1094662, 8.6602927",60329
"50.15385202, 8.716013517",60389
"50.1293744, 8.665546567",60323
"50.08142528, 8.639348183",60528
"50.1189385, 8.7025638",60316
"50.100425, 8.6857519",60594
"50.11643142, 8.676766817",60313
"50.12049035, 8.650241183",60487
"50.11820832, 8.679700683",60318
"50.1071559, 8.7021909",60314
"50.12166163, 8.647802633",60487
"50.10826748, 8.6641981",60329
"50.09903868, 8.634001683",60326
"50.137147999999996, 8.66751175",60320
"50.10568762, 8.6646633",60329
"50.14806773, 8.658122933",60431
"50.120012700000004, 8.6774522",60322
"50.11856065, 8.636372699999999",60486
"50.12202643, 8.699291732999999",60316
"50.09067183, 8.676618367",60598
"50.10877215, 8.656004733",60327
"50.1052318, 8.6875406",60594
"50.10687318, 8.673414483",60329
"50.131471399999995, 8.6705864",60323
"50.1125779, 8.7554429",63067
"50.12196928, 8.661323433",60323
"50.0906936, 8.676637883",60598
"50.12459695, 8.686478483",60318
"50.128913, 8.629049900000002",60488
"50.11429723, 8.644121933",60486
"50.1171281, 8.686774233",60313
"50.113829100000004, 8.679178199999999",60313
"50.1070786, 8.666237783",60329
"50.124694899999994, 8.6862868",60318
"50.12298858, 8.675772667",60322
"50.1168836, 8.679945199999999",60313
"50.113328499999994, 8.693241800000001",60311
"50.122364000000005, 8.6756911",60322
"50.11940327, 8.658471",60325
"50.113187599999996, 8.655811",60325
"50.1119599, 8.6770117",60311
"50.10772553, 8.6242149",60486
"50.09961373, 8.653375732999999",60327
"50.1098254, 8.6819209",60311
"50.114580700000005, 8.678498699999999",60313
"50.108042299999994, 8.7123461",60314
"50.13159748, 8.70321195",60389
"50.1277473, 8.7265966",60386
"50.10579297, 8.664624467000001",60329
"50.12623418, 8.644811617",60487
"50.10682427, 8.66568465",60329
"50.11462225, 8.650895817",60486
"50.13263542, 8.683766033",60320
"50.1236904, 8.681353332999999",60318
"50.11403308, 8.671611017",60311
"50.1121225, 8.713878",60314
"50.11752012, 8.643963783",60486
"50.10946357, 8.684169067000001",60311
"50.12777823, 8.752599183",60386
"50.1041864, 8.7767768",63065
"50.1080586, 8.6303196",60486
"50.10617035, 8.68500295",60594
"50.1064885, 8.655946",60327
"50.11194467, 8.741075183",63067
"50.08661693, 8.64349975",60528
"50.10103593, 8.65821765",60327
"50.107471200000006, 8.658625",60329
"50.1119504, 8.6829257",60311
"50.11284518, 8.684197133",60311
"50.14599007, 8.67441015",60433
"50.128288899999994, 8.6465538",60487
"50.1035003, 8.6733316",60596
"50.11591985, 8.664893832999999",60325
"50.1072495, 8.683217483",60594
"50.099576500000005, 8.6327105",60326
"50.11190368, 8.70636015",60314
"50.1143565, 8.656128599999999",60325
"50.09951397, 8.659270817000001",60327
"50.120720299999995, 8.6686675",60323
"50.09818229, 8.6630827665",60596
"50.127157000000004, 8.6414655",60487
"50.11179337, 8.708397883",60314
"50.11673428, 8.68600845",60313
"50.10864955, 8.650411317",60327
"50.1047602, 8.682199",60594
"50.1061006, 8.751999099999999",63067
"50.1096357, 8.6606",60329
"50.136025599999996, 8.6650378",60320
"50.13200792, 8.691759467",60318
"50.12477518, 8.6734003",60322
"50.10822325, 8.709655433",60314
"50.102374299999994, 8.6332386",60326
"50.13178802, 8.6685712",60323
"50.0498674, 8.696897",63263
"50.105945899999995, 8.664860000000001",60329
"50.12916232, 8.691531333",60318
"50.102526899999994, 8.682138199999999",60594
"50.10986262, 8.6875341",60311
"50.1082352, 8.6824737",60311
"50.13048663, 8.645171567",60487
"50.09952958, 8.68928085",60598
"50.12193865, 8.699330317000001",60316
"50.11562913, 8.664819617000001",60325
"50.11209963, 8.657168783",60325
"50.09533, 8.690975300000002",60598
"50.20038898, 8.583060733",61440
"50.12399233, 8.640529867",60487
"50.13033693, 8.6453133",60487
"50.09996953, 8.685981683",60594
"50.12478843, 8.708373017000001",60385
"50.13204773, 8.6829038",60322
"50.11167193, 8.660000317",60325
"50.1136639, 8.679310599999999",60313
"50.12134407, 8.648767999999999",60487
"50.130371600000004, 8.645442367000001",60487
"50.11414028, 8.650724217",60486
"50.1083709, 8.6821856",60311
"50.10709938, 8.764494033",63065
"50.11763162, 8.631809599999999",60486
"50.11405938, 8.719398283",60314
"50.11460537, 8.687979633",60313
"50.14453357, 8.653422483",60431
"50.1078929, 8.668652",60329
"50.112780799999996, 8.6723799",60311
"50.1181881, 8.659189699999999",60325
"50.0826224, 8.581328",60529
"50.10925093, 8.659962883",60327
"50.122006299999995, 8.6800261",60322
"50.1067401, 8.6947829",60594
"50.1282142, 8.646544",60487
"50.1022378, 8.682053999999999",60594
"50.12505943, 8.697311767",60316
"50.09514718, 8.681970717",60598
"50.1508774, 8.6701737",60433
"50.1227009, 8.6700996",60323
"50.11424728, 8.687833683",60313
"50.106668299999995, 8.6924587",60594
"50.08912812, 8.575998017",60529
"50.1072274, 8.6990775",60594
"50.1200234, 8.693343800000001",60316
"50.1146617, 8.6832664",60313
"50.12244007, 8.652258683",60487
"50.09834692, 8.519572617",65929
"50.10832925, 8.667671432999999",60329
"50.11284245, 8.677634117",60311
"50.11143532, 8.659480617",60325
"50.1101826, 8.6512699",60327
"50.12042945, 8.70563065",60385
"50.80887193, 8.772979517000001",35037
"50.11601495, 8.671648232999999",60322
"50.123813899999995, 8.659244900000001",60323
"50.12016683, 8.68691145",60318
"50.13206917, 8.68292505",60322
"50.0885176, 8.58243725",60529
"50.1122706, 8.7053427",60314
"50.1139098, 8.679355000000001",60313
"50.08522863, 8.62833415",60528
"50.11202425, 8.705177682999999",60314
"50.1082186, 8.6899898",60594
"50.11496673, 8.689673317",60313
"50.1150964, 8.682942582999999",60313
"50.10736765, 8.671011217",60329
"50.1264346, 8.6858149",60318
"49.9855278, 8.424512199999999",65428
"50.10801747, 8.757866433",63065
"50.1289014, 8.6665375",60323
"50.1085174, 8.651208300000002",60327
"50.1251201, 8.6673255",60323
"50.13069137, 8.693411832999999",60318
"50.09709418, 8.66987395",60596
"50.1261376, 8.6839868",60318
"50.1084042, 8.687684800000001",60311
"50.10244775, 8.66368415",60329
"50.12941992, 8.6940817",60389
"50.09655388, 8.681781717",60598
"50.11660475, 8.657129383",60325
"50.11224852, 8.639053717000001",60486
"50.10973942, 8.65401255",60327
"50.0919721, 8.691315199999998",60598
"50.10819867, 8.658962617",60327
"50.10302007, 8.663594883",60329
"50.10158255, 8.656120817",60327
"50.12365307, 8.712034017",60385
"50.11076948, 8.67536235",60311
"50.1220133, 8.7034759",60385
"50.1577301, 8.6316747",60439
"50.11627572, 8.676374532999999",60313
"50.099337299999995, 8.6651762",60596
"50.1133261, 8.71395535",60314
"50.09940288, 8.652499167",60327
"50.1114623, 8.711657",60314
"50.1119559, 8.704650183",60314
"50.1109499, 8.699077099999998",60314
"50.1171928, 8.646782400000001",60486
"50.10935743, 8.684167867000001",60311
"50.11380348, 8.692680532999999",60311
"50.12705117, 8.698188733",60389
